Comment,Positive,Neutral,Negative,Sentiment,post_id
@kesanakesini_id iyaaa kakk masuk gang2😂,0.0011480652028694,0.0025891251862049,0.9962628483772278,negative,12
Minjem sepeda listriknya,0.0002996943367179,0.0020799944177269,0.9976202845573424,negative,12
@jonyrahardja gratisssss lageee,0.7538327574729919,0.1176039800047874,0.1285633146762848,positive,12
Wahhh recomend nihhh,0.999235987663269,0.0001259806886082,0.0006380388513207,positive,12
@irmantaopik top😍🔥,0.9994818568229676,0.000221173002501,0.0002970018540509,positive,12
Endul keknyaa,0.000706139835529,0.9988695979118348,0.0004242145805619,neutral,12
@nurainihening enak beneran kaaa,0.9997169375419616,0.0001143932458944,0.0001685918105067,positive,12
Endulll,0.9961431622505188,0.0010641121771186,0.0027927292976528,positive,12
😍😍😍pengenn,0.9997233748435974,6.863033922854811e-05,0.0002080137637676,positive,12
Serius ini sehat dan enak,0.9997257590293884,6.971121183596551e-05,0.0002045394503511,positive,12
penasarann,0.9611817598342896,0.000832280551549,0.0379859022796154,positive,12
Mantul iniii🤤,0.2147126793861389,0.0110913347452878,0.7741959095001221,negative,12
Aahhh penasaran mau cobak 😍,0.0006800542469136,0.0003094460698775,0.999010443687439,negative,12
Mauuu jugaaak,0.9982293248176576,0.0002182005409849,0.0015524489572271,positive,12
aaa ini enak bgtt,0.9994376301765442,6.824872980359942e-05,0.0004941404331475,positive,12
Enakkk ni,0.001105792238377,8.033657650230452e-05,0.9988138675689696,negative,12
aduhh mau bangett,0.0032185937743633,0.0001348051009699,0.9966465830802916,negative,12
masok nii,0.0008426383719779,0.0002318264741916,0.998925507068634,negative,12
aaa mauu cobaaaaa,0.998834192752838,0.0001286619954043,0.0010371117386966,positive,12
wiii mau😍,0.1382216662168502,0.615269124507904,0.2465092092752456,neutral,12
otwww,0.0126766972243785,0.0004409384564496,0.9868823885917664,negative,12
Menarik menarikkk😍,0.9997066855430604,6.573527934961021e-05,0.0002274528669659,positive,12
Yaampun ngilerr,0.0047486275434494,0.0001780641905497,0.9950732588768004,negative,12
Ngilerrr🔥,0.042874377220869,0.0005565361934714,0.9565691351890564,negative,12
@ericha_nl,0.9911954402923584,0.0022045928053557,0.0065999673679471,positive,12
@fariz.tailor_jasblazer.mbahman,0.0002915876393672,0.9987583160400392,0.0009500716114416,neutral,12
"Baru sekali kesini langsung jatuh cinta, nagih. Vibes nya itu lho, bikin betah makan bareng keluarga.",0.9987552165985109,0.0001396459847455,0.0011051275068894,positive,13
@sitadwija mantaps 😂,0.9997126460075378,0.0001110235170926,0.0001762902829796,positive,13
EH ADA SAYANYA😂,0.017012471333146,0.0112705267965793,0.9717169404029846,negative,13
Ada aku sm keluarga kak min.. Udah 2x dan nagih deket lagi,0.8925653696060181,0.0292003657668828,0.0782342329621315,positive,13
Mantab 🔥,0.9992289543151855,0.0001587295118952,0.0006122075137682,positive,13
@hargamenu.solo ✨✨,0.0016508640255779,0.9972453117370604,0.0011037777876481,neutral,13
😍😍,0.9994452595710754,9.736495121615008e-05,0.0004573699261527,positive,13
Mantab 👍,0.9996871948242188,7.609911699546501e-05,0.0002367312263231,positive,13
@ahmd.rzlld,0.0009632396977394,0.9960950016975404,0.002941703191027,neutral,13
@ikyypratiwi gaskeun ka,0.0001899113558465,0.9993873834609984,0.0004226930614095,neutral,13
@eleanaputriiii,0.5077996850013733,0.0740770101547241,0.418123334646225,positive,13
@zeehanamira gaskeun cuy,0.0110149532556533,0.9841476678848268,0.0048373853787779,neutral,13
Recomended bgt👏,0.998928725719452,0.0001054175663739,0.0009658426861278,positive,14
Menunya siiipp.... Sayangnya cuma buka dr sore. Ditunggu bisa buka dr pagi 😍😍,0.07581577450037,0.1658000648021698,0.758384108543396,negative,14
Kemaren sudah cek tutup😢,0.0005396562628448,0.9228082895278932,0.0766519457101821,neutral,14
Syenggg @fotografer.solo.jogja,0.0135082760825753,0.980899691581726,0.0055921063758432,neutral,14
@prdstagrn iki wae seng cedak ayuh @ppink_96 @tifahlaa,0.4401487410068512,0.436526894569397,0.1233244314789772,positive,14
Ayo @na_isnana coba lagi,0.978236973285675,0.007155377883464,0.0146076800301671,positive,14
@inana_wati ayok kapan 😁,0.001309382263571,0.0323572792112827,0.9663333296775818,negative,14
@na_isnana menunggu longgarnya 😂,0.068472221493721,0.0334395952522754,0.8980882167816162,negative,14
@muhammadirvans__,0.6138388514518738,0.243297129869461,0.1428640186786651,positive,14
@saya_mab,0.1193009689450264,0.617726743221283,0.2629723250865936,neutral,14
@puri._cendana_ningrum,0.0004789757658727,0.9990737438201904,0.0004472531436476,neutral,14
@dodit.stwn_,0.0037050114478915,0.9470083117485046,0.0492866486310958,neutral,14
@atauliaa_ ngiler,0.0008963089785538,0.998481810092926,0.0006219010101631,neutral,14
@_fikrisetyawan yukkkk,0.002078547142446,0.972881317138672,0.025040116161108,neutral,14
❤️❤️❤️,0.9989965558052064,0.0003059407754335,0.0006975599681027,positive,15
Pingin 🫠,0.6306802034378052,0.0020036704372614,0.3673160970211029,positive,15
Ngeneki ra sih @prdstagrn @ppink_96,0.0048431549221277,0.0227657295763492,0.9723911285400392,negative,15
"@rinahondasolo iyo mak, ini versi sukoharjo 😂",0.0001504685205873,0.9988916516304016,0.0009579034522175,neutral,15
@johanes_adi_chris kita tercyduk🤭,0.0001700473076198,0.9994155168533324,0.0004144478880334,neutral,15
@fitriasulistyowati 😂😂,0.0132687017321586,0.0169137772172689,0.9698174595832824,negative,15
@abigailasaa,0.1296643614768982,0.833659827709198,0.0366757847368717,neutral,17
@tiaraa.sukmaa bar gajian ya,0.0004276924591977,0.9985978007316588,0.0009745372226461,neutral,17
@mu_thik @riskidewin @mrtha.ndr,0.0012647780822589,0.9807158708572388,0.0180194433778524,neutral,17
Asikkkkkkkkk ❤️😍,0.9996421337127686,8.444097329629585e-05,0.0002734158479142,positive,20
pengen kesini blom jadi² ahhh,0.000447867118055,8.154134411597624e-05,0.9994706511497498,negative,20
kayanyaaa enak bgtt😍😍,0.9997748732566832,6.305675196927041e-05,0.0001620477851247,positive,20
at least kalo aku solo ajakin ke sana sii,0.5653823018074036,0.361090213060379,0.0735275372862815,positive,20
Aaahhhh ngilerrr,0.986459255218506,0.0004606740258168,0.0130801005288958,positive,20
ih mendadak laper,0.001004829769954,9.81367047643289e-05,0.9988969564437866,negative,20
@ilma.gemini,0.0009595556766726,0.9615270495414734,0.0375134013593196,neutral,21
Berasa makan d rumah😂,0.9987818598747252,0.0007266080356203,0.0004914797609671,positive,21
Skrg ada playground ya min,0.0111139696091413,0.9882500171661376,0.0006360687548294,neutral,22
"@siska.mirawati iya kak, sekarang ada playground sama buku bacaan juga 😍",0.0391833484172821,0.9531021118164062,0.007714569568634,neutral,22
Yo sip ... Suk mrunu,0.0004255000385455,0.0012609392870217,0.9983135461807252,negative,22
@zaen.mahmudi mantap 😍,0.9994338154792786,0.000259896274656,0.0003062910691369,positive,22
@rellyanggraeni ayok pak kapan kesini beb,0.0392055213451385,0.934633731842041,0.0261607486754655,neutral,22
"@umycuplies gass beb yok, ini deket beb",0.127679631114006,0.8526023626327515,0.01971803791821,neutral,22
@lisiasuryadewi ehemmmm,0.1052601933479309,0.0047024632804095,0.8900372982025146,negative,22
Kerudung biru is that youu @melleniaarta,0.0044512534514069,0.995126485824585,0.0004222196293994,neutral,22
Yg ni dmn er?,0.0002566622861195,0.000170043829712,0.999573290348053,negative,23
@talisa.kitchen sebelasrasa mbakkk...baki😁,0.9950974583625792,0.001582617056556,0.0033200089819729,positive,23
#surakarta #solo #karanganyar #sragen #boyolali #wonogiri #klaten #sukoharjo #soloraya #kulinersolo #solokuliner #kulinersoloraya #visitsolo #wisatasolo #infokulinersolo #jajanansolo #jelajahsolo #agendasolo #exploresolo #kotasolo,0.998920202255249,0.0004689452180173,0.0006108293891884,positive,24
Enakkkk..... Aku bawa keluargaku ke sana pas puasa kemarin. Pada suka. 😍 Ada tempat main anak-anak juga. Ponakanku nggak bosan jadinya,0.9996241331100464,9.969944221666084e-05,0.0002761003270279,positive,26
@linapermata1702 betul bgt kaa....bisa jadi langganan nih..,0.9908182621002196,0.0066719567403197,0.002509803045541,positive,26
Memang enak makanan.nya 🙌 homy tempat.nya🙌,0.9997907280921936,7.270447531482205e-05,0.0001366053911624,positive,26
@ajikkunawan betul bgt ka....cocok bgt untuk tempat makan keluarga,0.9997336268424988,0.0001146815629908,0.0001517307537142,positive,26
Slice salad is de best ...worth bgt.🔥🔥,0.9997043013572692,0.0001471566502004,0.0001485091052018,positive,26
😍,0.9993459582328796,0.0001032847867463,0.000550735858269,positive,26
Selain enak porsinya jg pas 👍,0.9997653365135192,7.714219100307673e-05,0.0001575791102368,positive,26
@nining__18 utk hrg menu gmn sis...👏,0.000254528800724,0.9996155500411988,0.0001298635470448,neutral,26
@yohanatririyani Standar sus...,0.0001324957265751,0.9996554851531982,0.000212026425288,neutral,26
@nining__18 oke trmksih sis tuk infonya👏,0.0032999208196997,0.996432900428772,0.0002671021211426,neutral,26
Tempat makan recommended 5 menit dr rmh..enak & tempatnya nyaman,0.9998356103897096,6.453391688410193e-05,9.99132971628569e-05,positive,26
"Pernah Ke Sana, Rekomended Enak Kbeh Menu'ne 👌👌👌",0.9996838569641112,0.0001457108010072,0.0001703936577541,positive,26
Dimana ini min,0.0088639045134186,0.2290265411138534,0.7621095180511475,negative,26
Alamat gk ada,0.9605090618133544,0.0089306281879544,0.030560253188014,positive,26
"@titikpur0 RT.02/RW.02, Kudu, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556 ini kaa...bisa juga cek gmap ""Sebelas Rasa""",0.0016288935439661,0.991588294506073,0.0067827827297151,neutral,26
@rinimulyani5 @suprihatin6752,0.0001552694156998,0.999716579914093,0.0001280674041481,neutral,26
@rias_sekarasih gas yok🤭siap inpo2,0.000258272368228,0.9995135068893432,0.0002281215856783,neutral,26
@rinimulyani5 😍,0.0026382694486528,0.989778220653534,0.0075834733434021,neutral,26
@_rollarolla,0.9884774088859558,0.006646073423326,0.0048765675164759,positive,27
❤️ dapet kaka aku akan lebih baik lagi🥰,0.9992074370384216,0.0001806945801945,0.0006119442405179,positive,28
Ayok ini yg di cari @yahyaadityarasya,0.0002960589772555,0.0001973664475372,0.9995065927505492,negative,29
"@brayenmanuel_ mari kak, ditunggu kedatangannya",0.0004947606939822,0.9981891512870787,0.0013161263195797,neutral,29
@brayenmanuel_ ayukk gass kak😍,0.4370775818824768,0.5522031188011169,0.010719277895987,neutral,29
